ITEM_ID,GENRE
145,Action|Comedy|Crime|Drama|Thriller
146,Adventure|Children
147,Drama
148,Drama
149,Crime|Drama|Thriller
150,Adventure|Drama|IMAX
151,Action|Drama|Romance|War
152,Drama|Horror
153,Action|Adventure|Comedy|Crime
154,Drama
155,Adventure|Drama|War
156,Comedy|Drama
157,Comedy|War
158,Adventure|Children
159,Crime|Drama|Mystery
160,Action|Adventure|Mystery|Sci-Fi
161,Drama|Thriller|War
162,Documentary
163,Action|Romance|Western
164,Crime|Film-Noir|Mystery|Thriller
165,Action|Crime|Thriller
166,Comedy|Crime|Drama
167,Drama
168,Action|Drama|Romance
169,Adventure|Children|Drama
170,Action|Adventure|Crime|Thriller
171,Comedy|Drama
172,Action|Sci-Fi|Thriller
173,Action|Crime|Sci-Fi
174,Comedy
175,Drama
176,Comedy
177,Horror
178,Comedy|Drama
179,Drama|Romance
180,Comedy|Romance
181,Action|Children
182,Drama|Romance
183,Comedy|Horror|Thriller
184,Drama
185,Action|Crime|Thriller
186,Comedy|Romance
187,Comedy
188,Fantasy|Horror|Mystery
189,Comedy|Fantasy
190,Thriller
191,Drama|Romance
192,Documentary
193,Drama
194,Comedy|Drama
195,Comedy|Drama|Romance
196,Horror|Sci-Fi
197,Drama
198,Action|Crime|Drama|Mystery|Sci-Fi|Thriller
199,Drama|Musical|Romance
200,Thriller
201,Drama|Fantasy
202,Drama|Romance
203,Comedy
204,Action
205,Comedy|Drama
206,Documentary
207,Drama|Romance
208,Action|Adventure|Sci-Fi
209,Drama
210,Western
211,Drama
212,Adventure|Comedy|Crime|Mystery
213,Drama
214,Drama|War
215,Drama|Romance
216,Comedy
217,Drama|Thriller
218,Comedy|Drama
219,Drama
220,Horror
222,Drama|Romance
223,Comedy
224,Comedy|Drama|Romance
225,Drama|Thriller
226,Thriller
227,Action|Thriller
228,Comedy
229,Drama|Thriller
230,Drama|Thriller
231,Adventure|Comedy
232,Comedy|Drama|Romance
233,Drama
234,Comedy
235,Comedy|Drama
236,Action|Comedy|Romance
237,Comedy|Romance
238,Adventure|Children
239,Animation|Children|Comedy|Romance
240,Thriller
241,Children|Drama
242,Drama|Musical
243,Children|Comedy|Fantasy
244,Animation|Children
245,Crime|Drama
246,Documentary
247,Crime|Drama
248,Comedy
249,Drama|Romance
250,Children|Comedy
251,Action
252,Comedy|Romance
253,Drama|Horror
254,Drama
255,Comedy
256,Comedy|Sci-Fi
257,Mystery|Thriller
258,Adventure|Children|Comedy|Fantasy|Romance
259,Crime|Drama|Thriller
260,Action|Adventure|Sci-Fi
261,Drama
262,Children|Drama
263,Drama
264,Drama
265,Drama|Fantasy|Romance
266,Drama|Romance|War|Western
267,Comedy
268,Crime|Drama
269,Drama
270,Drama|Romance
271,Drama
272,Comedy|Drama
273,Drama|Horror|Sci-Fi
274,Comedy
275,Comedy
276,Comedy|Romance
277,Drama
278,Comedy
279,Drama
280,Drama|Thriller
281,Comedy|Drama|Romance
282,Drama
283,Crime|Drama
284,Action|Crime
285,Drama|Horror
286,Action|Sci-Fi|Thriller
287,Comedy|Romance
288,Action|Crime|Thriller
289,Comedy|Romance
290,Crime|Drama
291,Drama|Thriller
292,Action|Drama|Sci-Fi|Thriller
293,Action|Crime|Drama|Thriller
294,Comedy|Romance
295,Comedy|Romance
296,Comedy|Crime|Drama|Thriller
297,Drama
298,Drama
299,Drama
300,Drama
301,Drama|Romance
302,Drama|Romance
303,Action|Thriller|Western
304,Comedy|Drama
305,Comedy
306,Drama
307,Drama
308,Comedy|Drama
309,Drama
310,Comedy
311,Horror|Thriller
312,Comedy
313,Animation|Children
314,Children|Drama|Fantasy|Mystery
315,Action|Drama|Thriller
316,Action|Adventure|Sci-Fi
317,Comedy|Drama|Fantasy
318,Crime|Drama
319,Comedy|Drama|Thriller
320,Film-Noir|Thriller
321,Drama
322,Comedy|Drama
324,Comedy|Drama
325,Comedy
326,Drama
327,Action|Comedy|Sci-Fi
328,Horror|Thriller
329,Adventure|Drama|Sci-Fi
330,Action|Crime|Horror
331,Drama
332,Horror|Sci-Fi
333,Comedy
334,Drama
335,Mystery|Thriller
336,Drama|War
337,Drama
338,Action|Sci-Fi|Thriller
339,Comedy|Romance
340,Adventure|Drama|War
341,Drama
342,Comedy
343,Children
344,Comedy
345,Comedy|Drama
346,Drama|Musical
347,Drama|Film-Noir|Romance
348,Comedy
349,Action|Crime|Drama|Thriller
350,Drama|Mystery|Thriller
351,Comedy|Drama|Romance
352,Comedy|Drama
353,Action|Crime|Fantasy|Thriller
354,Drama
355,Children|Comedy|Fantasy
356,Comedy|Drama|Romance|War
357,Comedy|Romance
358,Drama
359,Comedy|Drama|Romance
360,Action|Comedy
361,Comedy|Drama|Romance
362,Adventure|Children|Romance
363,Documentary
364,Adventure|Animation|Children|Drama|Musical|IMAX
365,Drama
366,Drama|Horror|Mystery|Thriller
367,Action|Comedy|Crime|Fantasy
368,Adventure|Comedy|Western
369,Drama
370,Action|Comedy
371,Comedy|Drama
372,Comedy|Drama|Romance
373,Thriller
374,Children|Comedy
375,Drama
376,Action|Thriller
377,Action|Romance|Thriller
378,Comedy|Romance
379,Action|Sci-Fi|Thriller
380,Action|Adventure|Comedy|Romance|Thriller
381,Drama|Romance
382,Drama|Horror|Romance|Thriller
383,Western
384,Action|Crime|Drama
385,Drama
386,Drama
387,Action|Comedy
388,Drama
389,Drama|Romance|War
390,Action|Crime|Drama
391,Crime|Drama
392,Adventure|Animation
393,Action|Adventure|Fantasy
394,Comedy
395,Drama|Fantasy|Romance
396,Drama
397,Horror
398,Documentary
399,Drama
400,Drama
401,Action|Thriller
402,Comedy
403,Comedy|Crime|Drama
404,Documentary
405,Action|Fantasy
406,Drama
407,Horror|Thriller
408,Drama
409,Crime|Drama
410,Children|Comedy|Fantasy
411,Comedy|Documentary
412,Drama
413,Comedy
414,Comedy
415,Comedy|Thriller
416,Western
417,Comedy|Romance
418,Drama
419,Comedy
420,Action|Comedy|Crime|Thriller
421,Adventure|Children|Drama
422,Thriller
423,Action|Thriller
424,Drama
425,Drama|Romance
426,Horror|Sci-Fi|Thriller
427,Drama|Mystery|Romance|Thriller
428,Drama
429,Comedy
430,Comedy|Drama
431,Crime|Drama
432,Adventure|Comedy|Western
433,Comedy
434,Action|Adventure|Thriller
435,Comedy|Sci-Fi
436,Drama|Thriller
437,Comedy
438,Action|Comedy|Drama
439,Drama
440,Comedy|Romance
441,Comedy
442,Action|Adventure|Sci-Fi
443,Adventure|Documentary
444,Comedy|Romance
445,Comedy
446,Drama|Romance
447,Comedy|Romance
448,Drama
449,Comedy
450,Comedy|Drama
451,Drama|Mystery|Romance
452,Drama
453,Comedy|Romance
454,Drama|Thriller
455,Adventure|Children|Drama
456,Crime|Drama|Thriller
457,Thriller
458,Drama|Western
459,Action|Adventure|Crime|Drama|Romance|Thriller
460,Comedy
461,Drama|Romance
462,Action|Adventure
463,Crime|Drama|Thriller
464,Action|Adventure|Crime|Thriller
465,Action|Drama|War
466,Action|Comedy|War
467,Comedy
468,Comedy|Romance
469,Drama|Romance
470,Comedy
471,Comedy
472,Comedy|Drama
473,Comedy|War
474,Action|Thriller
475,Drama
476,Comedy|Drama
477,Drama|Musical
478,Comedy|Crime|Drama
479,Action|Crime|Thriller
480,Action|Adventure|Sci-Fi|Thriller
481,Drama|Thriller
482,Crime|Drama|Thriller
483,Drama
484,Adventure|Children
485,Action|Adventure|Comedy|Fantasy
486,Comedy
487,Comedy|Western
488,Drama|Romance
489,Comedy
490,Thriller
491,Drama
492,Comedy|Mystery
493,Action|Crime|Drama
494,Action|Adventure|Thriller
495,Drama
496,Comedy|Drama|Romance|Thriller
497,Comedy|Romance
498,Drama|Romance
499,Comedy|Romance
500,Comedy|Drama
501,Drama
502,Action|Children|Romance
503,Drama
504,Action|Drama|Sci-Fi
505,Comedy
506,Drama|Fantasy|Romance
507,Crime|Drama|Thriller
508,Drama
509,Drama|Romance
510,Drama
511,Action|Drama
512,Horror|Sci-Fi
513,Comedy|Mystery|Romance
514,Comedy
515,Drama|Romance
516,Comedy|Drama
517,Action|Drama|Mystery
518,Comedy
519,Action|Crime|Drama|Sci-Fi|Thriller
520,Comedy
521,Crime|Thriller
522,Action|Drama
523,Drama
524,Drama
525,Drama
526,Drama
527,Drama|War
528,Comedy|Drama
529,Drama
530,Drama
531,Children|Drama
532,Comedy|Crime|Horror
533,Action|Adventure|Fantasy|Mystery
534,Drama|Romance
535,Drama
536,Drama
537,Drama
538,Drama
539,Comedy|Drama|Romance
540,Thriller
541,Action|Sci-Fi|Thriller
542,Comedy|Drama|Romance
543,Comedy|Romance|Thriller
544,Action|Crime
545,Drama
546,Action|Adventure|Children|Comedy|Fantasy|Sci-Fi
547,Action|Adventure|Thriller
548,Action|Mystery|Thriller
549,Drama|Musical
550,Comedy|Romance
551,Animation|Children|Fantasy|Musical
552,Action|Adventure|Comedy|Romance
553,Action|Drama|Western
554,Crime|Drama|Thriller
555,Crime|Thriller
556,Documentary
558,Action|Adventure|Animation|Children|Fantasy
559,Comedy
560,Drama
561,Drama|Thriller
562,Comedy|Drama
563,Drama|Romance
564,Comedy
565,Drama|Horror
566,Comedy|Romance
567,Comedy|Drama
568,Comedy|Drama
569,Comedy|Drama
570,Comedy|Drama
571,Drama|Romance
572,Drama
573,Drama
574,Comedy|Drama
575,Children|Comedy
576,Comedy
577,Adventure|Children|Drama
579,Crime|Thriller
580,Drama
581,Documentary
582,Comedy|Drama
583,Comedy|Drama
584,Drama|Romance
585,Comedy
586,Children|Comedy
587,Comedy|Drama|Fantasy|Romance|Thriller
588,Adventure|Animation|Children|Comedy|Musical
589,Action|Sci-Fi
590,Adventure|Drama|Western
591,Action|Drama|Thriller
592,Action|Crime|Thriller
593,Crime|Horror|Thriller
594,Animation|Children|Drama|Fantasy|Musical
595,Animation|Children|Fantasy|Musical|Romance|IMAX
596,Animation|Children|Fantasy|Musical
597,Comedy|Romance
598,Comedy|Fantasy
599,Adventure|Western
600,Action|Comedy|Crime
601,Drama
602,Documentary
603,Comedy
604,Documentary
605,Drama|Romance
606,Fantasy|Horror
607,Drama
608,Comedy|Crime|Drama|Thriller
609,Adventure|Children
610,Action|Adventure|Animation|Horror|Sci-Fi
611,Action|Horror|Sci-Fi
612,Comedy
613,Drama|Romance
614,Drama|Thriller
615,Comedy|Drama
616,Animation|Children
617,Comedy|Drama
618,Comedy|Romance
619,Comedy
620,Drama
621,Drama
623,Romance
624,Action|Drama|Thriller
625,Drama
626,Comedy
627,Drama|Thriller
628,Crime|Drama|Mystery|Thriller
629,Drama
630,Drama|Romance
631,Adventure|Animation|Children|Fantasy|Musical|Romance
632,Drama|War
633,Comedy
634,Comedy
635,Comedy|Drama
636,Drama
637,Comedy
638,Romance
639,Comedy|Drama
640,Drama|Thriller
641,Adventure|Children|Comedy
642,Drama
643,Comedy
644,Comedy
645,Drama
647,Action|Crime|Drama|War
648,Action|Adventure|Mystery|Thriller
649,Comedy|Drama
650,Drama
651,Comedy
652,Horror|Mystery|Thriller
653,Action|Adventure|Fantasy
654,Drama|Romance
655,Comedy
656,Comedy
657,Comedy|Drama
658,Drama|Musical
659,Crime|Drama|Thriller
660,Drama
661,Adventure|Animation|Children|Fantasy|Musical
662,Thriller
663,Comedy
664,Comedy
665,Comedy|Drama|War
666,Drama|Romance|War
667,Action
668,Drama
670,Drama
671,Comedy|Sci-Fi
672,Drama
673,Adventure|Animation|Children|Comedy|Fantasy|Sci-Fi
674,Adventure|Comedy|Sci-Fi
675,Action|Drama|Thriller
676,Comedy|Horror|Sci-Fi
678,Drama|Thriller
679,Drama
680,Drama|Mystery|Romance|Sci-Fi|Thriller
681,Crime
682,Documentary|Drama
683,Documentary
684,Drama
685,Drama
687,Drama|Romance
688,Action|Adventure|Comedy|War
690,Drama|Romance
691,Comedy|Romance
692,Action|Sci-Fi|Thriller
693,Drama
694,Action|Crime|Drama
695,Mystery|Thriller
696,Drama|Thriller
697,Drama|Romance
698,Drama
699,Drama
700,Comedy
701,Drama
702,Drama
703,Drama
704,Action|Adventure
705,Comedy
706,Drama
707,Crime|Drama|Thriller
708,Comedy|Romance
709,Adventure|Animation|Children|Comedy|Musical
710,Comedy
711,Adventure|Children
712,Crime|Drama|Romance|Thriller
713,Drama
714,Drama|Mystery|Western
715,Drama|Romance
716,Crime
717,Comedy
718,Comedy|Fantasy|Sci-Fi
719,Comedy
720,Adventure|Animation|Comedy
721,Drama
722,Documentary
723,Drama
724,Drama|Fantasy|Horror|Thriller
725,Comedy
726,Drama
727,Documentary
728,Comedy
729,Drama
730,Drama
731,Crime|Thriller
732,Crime
733,Action|Adventure|Thriller
734,Comedy
735,Horror
736,Action|Adventure|Romance|Thriller
737,Action|Sci-Fi
738,Drama
739,Comedy
741,Animation|Sci-Fi
742,Horror|Thriller
743,Comedy
744,Drama
745,Animation|Children|Comedy
746,Film-Noir
747,Comedy
748,Action|Sci-Fi|Thriller
749,Drama
750,Comedy|War
751,Comedy|Horror
752,Comedy|Documentary|Romance
753,Comedy|Drama|Romance
754,Adventure|Children
755,Children|Drama
756,Documentary
757,Drama
758,Drama
759,Documentary
760,Drama|War
761,Action|Adventure
762,Comedy|Crime
763,Comedy|Drama
764,Drama|Romance
765,Comedy|Drama
766,Drama
767,Comedy|Drama
768,Drama
769,Documentary
770,Drama
771,Comedy|Drama
772,Comedy
773,Drama
774,Drama
775,Horror|Mystery
776,Comedy|Drama
777,War
778,Comedy|Crime|Drama
779,Drama|Romance
780,Action|Adventure|Sci-Fi|Thriller
781,Drama
782,Drama|Thriller
783,Animation|Children|Drama|Musical|Romance
784,Comedy|Thriller
785,Comedy
786,Action|Drama|Thriller
787,Documentary
788,Comedy|Fantasy|Romance|Sci-Fi
789,Drama
790,Drama
791,Documentary
792,Fantasy
793,Drama
794,Comedy|Drama
795,Drama
796,Drama
797,Comedy
798,Action|Adventure|Drama|Thriller
799,Comedy|Horror|Thriller
800,Drama|Mystery|Western
801,Children|Comedy
802,Drama|Romance
803,Comedy|Drama|Romance
804,Comedy|Romance
805,Drama|Thriller
806,Crime|Drama
807,Comedy|Romance
808,Adventure|Children
809,Action|Adventure
810,Children|Comedy|Fantasy
812,Drama
813,Comedy
814,Drama
815,Action|Mystery|Thriller
816,Drama
818,Comedy
819,Comedy|Drama
820,Drama
821,Drama|Romance
822,Drama|Romance|War
823,Drama
824,Drama|Mystery
825,Comedy|Romance
826,Drama
827,Drama
828,Adventure|Children
829,Comedy|Fantasy|Musical
830,Comedy
831,Drama
832,Crime|Thriller
833,Comedy
834,Comedy
835,Drama
836,Action|Adventure|Thriller
837,Children|Comedy|Fantasy
838,Comedy|Drama|Romance
839,Action|Thriller
840,Children|Comedy
841,Horror
842,Comedy|Horror
843,Drama
844,Drama
845,Drama
846,Drama
847,Comedy|Drama
848,Drama
849,Action|Adventure|Sci-Fi|Thriller
850,Crime|Drama
851,Drama
852,Comedy|Drama|Romance
853,Drama
854,Drama
855,Drama
856,Comedy
857,Drama
858,Crime|Drama
859,Documentary
860,Comedy
861,Action|Comedy|Crime|Thriller
862,Drama
864,Comedy|Drama
865,Drama
866,Crime|Drama|Romance|Thriller
867,Comedy|Crime
868,Comedy
869,Crime|Drama|Musical|Thriller
870,Comedy
871,Comedy
872,Drama
873,Drama
874,Crime|Drama
875,Action|Crime|Drama
876,Action|Comedy|Crime|Thriller
877,Comedy|Drama
878,Drama
879,Horror|Thriller
880,Sci-Fi|Thriller
881,Children|Comedy
882,Drama|Thriller
884,Drama
885,Children|Drama|Fantasy
886,Action|Comedy|Crime
887,Drama
888,Adventure|Animation|Children|Musical
889,Drama|Romance
890,Thriller
891,Horror|Thriller
892,Comedy|Drama|Romance
893,Drama
894,Romance
895,Drama
896,Drama
897,Adventure|Drama|Romance|War
898,Comedy|Drama|Romance
899,Comedy|Musical|Romance
900,Musical|Romance
901,Comedy|Musical
902,Drama|Romance
903,Drama|Mystery|Romance|Thriller
904,Mystery|Thriller
905,Comedy|Romance
906,Drama|Thriller
907,Comedy|Musical|Romance
908,Action|Adventure|Mystery|Romance|Thriller
909,Comedy|Drama|Romance
910,Comedy|Crime
911,Comedy|Crime|Mystery|Romance|Thriller
912,Drama|Romance
913,Film-Noir|Mystery
914,Comedy|Drama|Musical|Romance
915,Comedy|Romance
916,Comedy|Drama|Romance
917,Children|Drama
918,Musical
919,Adventure|Children|Fantasy|Musical
920,Drama|Romance|War
921,Comedy
922,Drama|Film-Noir|Romance
923,Drama|Mystery
924,Adventure|Drama|Sci-Fi
925,Adventure|Romance|War
926,Drama
927,Comedy
928,Drama|Mystery|Romance|Thriller
929,Drama|Film-Noir|Mystery|Thriller
930,Film-Noir|Romance|Thriller
931,Mystery|Romance|Thriller
932,Drama|Romance
933,Crime|Mystery|Romance|Thriller
934,Comedy
935,Comedy|Musical
936,Comedy|Romance
937,Comedy|Romance
938,Musical
939,Comedy|Drama
940,Action|Adventure|Romance
941,Adventure
942,Crime|Film-Noir|Mystery
943,Drama|Fantasy|Romance
944,Drama
945,Comedy|Musical|Romance
946,Comedy|Drama|War
947,Comedy|Romance
948,Drama|Romance|Western
949,Drama
950,Comedy|Crime
951,Comedy|Romance
952,Adventure|Comedy
953,Drama|Fantasy|Romance
954,Drama
955,Comedy|Romance
956,Drama|Romance
957,Drama
958,Comedy|Mystery
959,Drama
960,Crime|Drama
961,Drama
962,Crime|Drama
963,Musical
964,Romance|Western
965,Drama|Mystery|Thriller
966,War
967,Western
968,Horror|Sci-Fi|Thriller
969,Adventure|Comedy|Romance|War
970,Adventure|Comedy|Crime|Drama|Romance
971,Drama
972,Drama
973,Comedy|Drama
974,Drama|Romance
975,Comedy|Musical
976,Romance|War
977,Mystery
979,Drama|War
980,Action
981,Drama
982,Drama
983,Romance
984,Comedy|Drama
985,Documentary
986,Adventure|Children
987,Drama|Romance
988,Comedy|Drama
989,Drama
990,Action|Adventure|Thriller
991,Drama
992,Thriller
993,Drama
994,Comedy|Drama
996,Action|Crime|Drama|Thriller
997,Drama|Thriller
998,Action|Crime
999,Crime|Film-Noir
1000,Crime
1001,Comedy
1002,Comedy|Romance
1003,Drama|Thriller
1004,Action|Thriller
1005,Children|Comedy
1006,Drama
1007,Children|Comedy|Western
1008,Adventure|Western
1009,Adventure|Children|Fantasy
1010,Children|Comedy
1011,Adventure|Children|Comedy
1012,Children|Drama
1013,Children|Comedy|Romance
1014,Children|Comedy|Drama
1015,Adventure|Children|Drama
1016,Children|Comedy
1017,Adventure|Children
1018,Children|Comedy|Mystery
1019,Adventure|Drama|Sci-Fi
1020,Comedy
1021,Children|Comedy
1022,Animation|Children|Fantasy|Musical|Romance
1023,Animation|Children|Musical
1024,Animation|Children|Musical
1025,Animation|Children|Fantasy|Musical
1026,Children|Drama
1027,Adventure|Drama
1028,Children|Comedy|Fantasy|Musical
1029,Animation|Children|Drama|Musical
1030,Adventure|Animation|Children|Musical
1031,Adventure|Children|Musical
1032,Adventure|Animation|Children|Fantasy|Musical
1033,Animation|Children|Drama
1034,Comedy|Crime|Drama|Thriller
1035,Musical|Romance
1036,Action|Crime|Thriller
1037,Action|Horror|Sci-Fi|Thriller
1038,Drama
1039,Documentary
1040,Drama
1041,Drama
1042,Comedy|Drama
1043,Drama|Romance
1044,Drama
1045,Comedy|Drama
1046,Drama|Romance
1047,Action|Drama|Thriller
1049,Action|Adventure
1050,Documentary|Drama
1051,Drama
1052,Drama
1053,Crime|Drama|Romance
1054,Drama
1055,Thriller
1056,Drama
1057,Comedy|Musical|Romance
1058,Drama
1059,Drama|Romance
1060,Comedy|Drama
1061,Thriller
1062,Drama
1063,Drama
1064,Animation|Children|Comedy|Fantasy|Musical|Romance
1065,Mystery
1066,Comedy|Musical|Romance
1067,Comedy|Musical|Romance
1068,Crime|Film-Noir
1069,Crime|Film-Noir|Thriller
1070,Adventure
1071,Romance|War
1073,Children|Comedy|Fantasy|Musical
1075,Comedy|Romance
1076,Drama|Horror|Thriller
1077,Comedy|Sci-Fi
1078,Comedy|War
1079,Comedy|Crime
1080,Comedy
1081,Comedy|Musical|Romance
1082,Drama
1083,Comedy|Musical
1084,Crime|Drama
1085,Adventure|Drama
1086,Crime|Mystery|Thriller
1087,Musical
1088,Drama|Musical|Romance
1089,Crime|Mystery|Thriller
1090,Drama|War
1091,Comedy
1092,Crime|Mystery|Thriller
1093,Drama
1094,Drama|Romance|Thriller
1095,Drama
1096,Drama
1097,Children|Drama|Sci-Fi
1098,Comedy
1099,Children|Drama|Fantasy
1100,Action|Drama|Romance
1101,Action|Romance
1102,Action
1103,Drama
1104,Drama
1105,Horror
1106,Documentary
1107,Comedy
1109,Drama
1110,Action
1111,Documentary
1112,Action|Comedy|Drama
1113,Comedy
1114,Crime|Drama
1115,Drama
1116,Drama
1117,Drama
1118,Action|Adventure|Crime|Drama|Western
1119,Drama
1120,Comedy|Drama
1121,Drama
1122,Documentary
1123,Documentary
1124,Drama
1125,Comedy|Crime
1126,Comedy|Fantasy
1127,Action|Adventure|Sci-Fi|Thriller
1128,Horror
1129,Action|Adventure|Sci-Fi|Thriller
1130,Horror|Mystery
1131,Drama|Mystery
1132,Drama
1133,Comedy|Drama
1134,Action|Drama
1135,Comedy
1136,Adventure|Comedy|Fantasy
1137,Romance
1138,Drama
1139,Drama
1140,Drama
1141,Drama
1142,Drama
1143,Comedy
1144,Documentary
1145,Documentary
1146,Comedy|Drama
1147,Documentary
1148,Animation|Children|Comedy|Crime
1149,Documentary|Drama
1150,Drama
1151,Animation|Comedy|Thriller
1152,Crime|Film-Noir|Thriller
1153,Film-Noir
1154,Film-Noir
1155,Drama
1156,Drama
1157,Drama
1158,Comedy
1159,Romance
1160,Comedy
1161,Drama|War
1162,Comedy|Drama
1163,Drama
1164,Drama
1165,Drama|Thriller
1166,Comedy
1167,Comedy
1168,Action|Adventure|Horror
1169,Documentary
1170,Action
1171,Comedy
1172,Drama
1173,Comedy|Drama
1174,Comedy
1175,Comedy|Drama|Romance
1176,Drama|Fantasy|Romance
1177,Drama|Romance
1178,Drama|War
1179,Crime|Drama|Film-Noir
1180,Comedy
1181,Western
1183,Drama|Romance|War
1184,Comedy|Drama
1185,Drama
1186,Drama
1187,Drama
1188,Comedy|Romance
1189,Documentary
1190,Crime|Drama|Romance
1191,Documentary|Musical
1192,Documentary
1193,Drama
1194,Comedy
1196,Action|Adventure|Sci-Fi
1197,Action|Adventure|Comedy|Fantasy|Romance
1198,Action|Adventure
1199,Fantasy|Sci-Fi
1200,Action|Adventure|Horror|Sci-Fi
1201,Action|Adventure|Western
1202,Comedy
1203,Drama
1204,Adventure|Drama|War
1206,Crime|Drama|Sci-Fi|Thriller
1207,Drama
1208,Action|Drama|War
1209,Action|Drama|Western
1210,Action|Adventure|Sci-Fi
1211,Drama|Fantasy|Romance
1212,Film-Noir|Mystery|Thriller
1213,Crime|Drama
1214,Horror|Sci-Fi
1215,Action|Adventure|Comedy|Fantasy|Horror
1216,Adventure|Drama|Romance
1217,Drama|War
1218,Action|Crime|Drama|Thriller
1219,Crime|Horror
1220,Action|Comedy|Musical
1221,Crime|Drama
1222,Drama|War
1223,Adventure|Animation|Children|Comedy|Sci-Fi
1224,Action|Drama|Romance|War
1225,Drama
1226,Drama|Romance
1227,Crime|Drama
1228,Drama
1230,Comedy|Romance
1231,Drama
1232,Drama|Mystery|Sci-Fi
1233,Action|Drama|War
1234,Comedy|Crime
1235,Comedy|Drama|Romance
1236,Comedy|Drama|Romance
1237,Drama
1238,Comedy
1240,Action|Sci-Fi|Thriller
1241,Comedy|Fantasy|Horror
1242,Drama|War
1243,Comedy|Drama
1244,Comedy|Drama|Romance
1245,Crime|Drama|Film-Noir|Thriller
1246,Drama
1247,Comedy|Drama|Romance
1248,Crime|Film-Noir|Thriller
1249,Action|Crime|Romance|Thriller
1250,Adventure|Drama|War
1251,Drama|Fantasy
1252,Crime|Film-Noir|Mystery|Thriller
1253,Drama|Sci-Fi|Thriller
1254,Action|Adventure|Drama|Western
1255,Comedy|Horror|Sci-Fi
1256,Comedy|Musical|War
1257,Comedy|Romance
1258,Horror
1259,Adventure|Drama
1260,Crime|Film-Noir|Thriller
1261,Action|Comedy|Fantasy|Horror
1262,Action|Adventure|Drama|War
1263,Drama|War
1264,Action|Drama|Mystery|Romance|Thriller
1265,Comedy|Fantasy|Romance
1266,Drama|Western
1267,Crime|Thriller|War
1268,Comedy|Drama
1269,Comedy|Mystery|Thriller
1270,Adventure|Comedy|Sci-Fi
1271,Comedy|Crime|Drama
1272,Drama|War
